year,date,marz,settlement,members,weight,totincome
2021,2021-02-01,3,rural,3,222.13888888888889,511890.8101775727
2021,2021-05-01,8,rural,2,126.65740740740742,228822.4087193345
2021,2021-11-01,5,rural,6,156.84259259259258,172296.75899870953
2021,2021-06-01,3,urban,4,91.06481481481482,335800
2021,2021-12-01,6,rural,6,146.66666666666666,117419.00233680669
2021,2021-08-01,2,rural,2,39.32993528557893,145600.76306102637
2021,2021-09-01,1,Yerevan,5,247.47222222222223,291700
2021,2021-09-01,5,rural,6,156.84259259259258,467411.6780865608
2021,2021-12-01,2,rural,3,194.24727162174514,335330.6014051702
2021,2021-09-01,4,urban,3,109.82407407407408,594466.6666666666
2021,2021-06-01,9,urban,2,117.4537037037037,242636.08839858053
2021,2021-02-01,5,urban,4,192.63888888888889,59183.33333333333
2021,2021-03-01,11,rural,2,99.79629629629629,142952.05231134954
2021,2021-06-01,7,urban,2,199.56944444444446,273680
2021,2021-04-01,7,rural,2,259.52777777777777,93219.44444444444
2021,2021-11-01,5,rural,4,156.84259259259258,266576.8656507345
2021,2021-05-01,3,rural,6,222.13888888888889,479115.38816609996
2021,2021-08-01,6,urban,3,156.33024691358025,158800
2021,2021-05-01,2,rural,2,39.32993528557893,84954.2012795401
2021,2021-05-01,1,Yerevan,2,254.35185185185185,160400
2021,2021-12-01,1,Yerevan,4,24.02777777777778,236800
2021,2021-11-01,3,urban,4,91.06481481481482,232483.3333333333
2021,2021-05-01,6,rural,8,146.66666666666666,425938.47045396373
2021,2021-09-01,1,Yerevan,1,326.8796296296296,173350
2021,2021-01-01,2,urban,2,24.300416253310736,537951.6666666666
2021,2021-12-01,5,rural,5,156.84259259259258,355601.83952392574
2021,2021-02-01,1,Yerevan,4,247.47222222222223,444736.9348898765
2021,2021-12-01,2,urban,1,24.300416253310736,221550
2021,2021-06-01,1,Yerevan,1,173.9537037037037,172627.17469431047
2021,2021-05-01,4,rural,4,192.15740740740742,742875.6828049273
2021,2021-01-01,7,rural,5,259.52777777777777,329366.6666666666
2021,2021-03-01,4,rural,5,192.15740740740742,210994.27831132634
2021,2021-01-01,6,urban,2,156.33024691358025,111100
2021,2021-03-01,11,rural,2,99.79629629629629,114625.69165582793
2021,2021-04-01,7,urban,3,199.56944444444446,251500
2021,2021-12-01,5,rural,4,156.84259259259258,79486.81909583088
2021,2021-09-01,1,Yerevan,4,164.7037037037037,712200
2021,2021-01-01,3,urban,3,91.06481481481482,193985.0709083082
2021,2021-01-01,5,rural,1,156.84259259259258,23186.753304820006
2021,2021-09-01,11,rural,2,99.79629629629629,32821.12514037358
2021,2021-05-01,8,rural,4,126.65740740740742,110564.17408375173
2021,2021-03-01,7,urban,3,199.56944444444446,197783.3333333333
2021,2021-09-01,3,urban,3,91.06481481481482,210900
2021,2021-11-01,1,Yerevan,2,24.02777777777778,226805.55555555556
2021,2021-09-01,3,rural,6,222.13888888888889,662412.3099620129
2021,2021-12-01,1,Yerevan,2,118.38888888888889,908147.6817413014
2021,2021-06-01,5,rural,3,156.84259259259258,40205.010950097625
2021,2021-03-01,1,Yerevan,2,164.7037037037037,129000
2021,2021-08-01,5,rural,1,156.84259259259258,108451.04500406279
2021,2021-07-01,9,rural,6,117.31481481481481,185700
2021,2021-11-01,3,rural,2,222.13888888888889,235616.6666666667
2021,2021-02-01,9,urban,2,117.4537037037037,186627
2021,2021-02-01,1,Yerevan,2,254.35185185185185,333638.8888888889
2021,2021-07-01,11,urban,3,138.21296296296296,405330.53618433484
2021,2021-07-01,10,rural,6,40.74537037037037,246221.2566538429
2021,2021-06-01,3,rural,5,222.13888888888889,1666712.5
2021,2021-12-01,4,rural,6,192.15740740740742,233242.60162656565
2021,2021-12-01,1,Yerevan,5,118.38888888888889,761726.5671256453
2021,2021-08-01,1,Yerevan,2,21.48148148148148,167900
2021,2021-01-01,8,urban,3,185.76851851851853,286779.43035460205
2021,2021-12-01,8,urban,2,185.76851851851853,182500
2021,2021-11-01,9,urban,3,117.4537037037037,244291.66666666666
2021,2021-09-01,2,urban,3,124.04603109307216,285650
2021,2021-02-01,5,rural,4,156.84259259259258,104010.45344947174
2021,2021-03-01,2,urban,4,208.4326815656165,365033.443419323
2021,2021-03-01,8,rural,4,126.65740740740742,163866.36915925547
2021,2021-01-01,4,urban,4,109.82407407407408,322716.6666666667
2021,2021-08-01,8,rural,4,126.65740740740742,161326.9863896561
2021,2021-11-01,11,rural,4,99.79629629629629,504042.4552978932
2021,2021-12-01,3,urban,2,91.06481481481482,363566.5515400555
2021,2021-02-01,4,rural,1,192.15740740740742,126418.86121872289
2021,2021-05-01,10,rural,3,40.74537037037037,145816.66493267223
2021,2021-01-01,1,Yerevan,3,118.38888888888889,531100
2021,2021-02-01,2,urban,5,208.4326815656165,194174.95751257875
2021,2021-11-01,1,Yerevan,2,310.21296296296293,263950
2021,2021-11-01,9,urban,4,117.4537037037037,383591.6666666667
2021,2021-11-01,4,rural,10,192.15740740740742,237633.3333333333
2021,2021-05-01,6,urban,1,156.33024691358025,92800
2021,2021-02-01,1,Yerevan,3,21.48148148148148,170700
2021,2021-11-01,10,rural,3,40.74537037037037,106966.15969854486
2021,2021-06-01,10,urban,3,51.43518518518519,2097283.3333333335
2021,2021-12-01,9,urban,2,117.4537037037037,106600
2021,2021-02-01,9,rural,2,117.31481481481481,248145.27541361394
2021,2021-11-01,7,urban,4,199.56944444444446,236983.6875109768
2021,2021-04-01,6,rural,5,146.66666666666666,355564.94044450676
2021,2021-12-01,4,rural,1,192.15740740740742,144465.66639835923
2021,2021-08-01,10,urban,6,51.43518518518519,614603.2171372315
2021,2021-04-01,2,rural,5,326.39077086268986,328734.4844301384
2021,2021-06-01,1,Yerevan,3,164.7037037037037,623402.9857978203
2021,2021-06-01,6,rural,2,146.66666666666666,612639.9654273157
2021,2021-08-01,2,rural,2,39.32993528557893,277221.81631805125
2021,2021-05-01,10,urban,1,51.43518518518519,53330
2021,2021-04-01,1,Yerevan,5,164.7037037037037,216283.3333333333
2021,2021-05-01,9,urban,2,117.4537037037037,326571.94154798274
2021,2021-01-01,6,rural,1,146.66666666666666,262015.5610300501
2021,2021-01-01,9,urban,5,117.4537037037037,373248.1501599734
2021,2021-05-01,6,urban,2,156.33024691358025,564566.6666666666
2021,2021-06-01,10,urban,1,51.43518518518519,475639
2021,2021-06-01,7,urban,2,199.56944444444446,121066.66666666666
2021,2021-06-01,8,rural,6,126.65740740740742,600947.0565489607
2021,2021-01-01,2,urban,5,208.4326815656165,253466.66666666666
2021,2021-11-01,6,urban,2,156.33024691358025,98072.4335766316
2021,2021-08-01,10,rural,1,40.74537037037037,65419.13117636842
2021,2021-02-01,5,rural,7,156.84259259259258,327648.2256475026
2021,2021-07-01,1,Yerevan,2,247.47222222222223,369566.6666666666
2021,2021-03-01,2,rural,1,39.32993528557893,121490.63742644576
2021,2021-06-01,10,rural,3,40.74537037037037,194713.7083139347
2021,2021-03-01,3,rural,4,222.13888888888889,192028.26723902402
2021,2021-07-01,1,Yerevan,1,92.6574074074074,64952.77777777778
2021,2021-09-01,1,Yerevan,2,118.38888888888889,423400
2021,2021-05-01,2,rural,5,326.39077086268986,188831.392628521
2021,2021-02-01,1,Yerevan,1,92.6574074074074,74897.22222222222
2021,2021-02-01,1,Yerevan,2,310.21296296296293,359400
2021,2021-06-01,11,rural,8,99.79629629629629,224887.26601358654
2021,2021-08-01,4,urban,2,109.82407407407408,310900
2021,2021-03-01,9,rural,4,117.31481481481481,1207905.5560862452
2021,2021-01-01,8,urban,4,185.76851851851853,198175
2021,2021-02-01,6,urban,1,156.33024691358025,63939.19689932775
2021,2021-01-01,10,rural,1,40.74537037037037,85335.97741057666
2021,2021-07-01,2,rural,1,39.32993528557893,72400
2021,2021-01-01,5,rural,1,156.84259259259258,42394.79768376262
2021,2021-04-01,1,Yerevan,5,173.9537037037037,412121.08356108377
2021,2021-12-01,4,rural,5,192.15740740740742,250617.09216657066
2021,2021-04-01,1,Yerevan,1,173.9537037037037,169799.95877731143
2021,2021-01-01,11,rural,2,99.79629629629629,230562.30358799422
2021,2021-08-01,4,rural,2,192.15740740740742,702810.2149630788
2021,2021-09-01,3,rural,1,222.13888888888889,259094.93219227585
2021,2021-02-01,4,rural,6,192.15740740740742,162153.99740170658
2021,2021-03-01,1,Yerevan,6,294.2962962962963,474801.8363103839
2021,2021-03-01,6,rural,6,146.66666666666666,152164.87348945273
2021,2021-04-01,1,Yerevan,2,92.6574074074074,322900
2021,2021-01-01,5,rural,3,156.84259259259258,116260.19565828762
2021,2021-07-01,7,rural,3,259.52777777777777,186615.9002696316
2021,2021-09-01,7,urban,2,199.56944444444446,208299.50485601585
2021,2021-08-01,1,Yerevan,1,326.8796296296296,152873.87384101236
2021,2021-11-01,6,rural,2,146.66666666666666,202700
2021,2021-04-01,2,rural,2,39.32993528557893,165806.13488709737
2021,2021-03-01,1,Yerevan,2,326.8796296296296,158366.66666666666
2021,2021-03-01,4,urban,4,109.82407407407408,726165.2984022176
2021,2021-02-01,4,rural,6,192.15740740740742,267014.79890830966
2021,2021-03-01,1,Yerevan,1,118.38888888888889,221700
2021,2021-07-01,2,urban,3,124.04603109307216,342835
2021,2021-07-01,8,rural,1,126.65740740740742,94978.87043153285
2021,2021-09-01,8,urban,1,185.76851851851853,114350
2021,2021-07-01,3,rural,2,222.13888888888889,173200
2021,2021-07-01,4,rural,6,192.15740740740742,326959.995117203
2021,2021-12-01,3,urban,2,91.06481481481482,168187.38934425334
2021,2021-01-01,1,Yerevan,4,118.38888888888889,319566.6666666666
2021,2021-12-01,1,Yerevan,3,317.28703703703707,323300
2021,2021-06-01,1,Yerevan,4,164.7037037037037,978483.3333333334
2021,2021-01-01,1,Yerevan,2,92.6574074074074,323900
2021,2021-04-01,6,urban,3,156.33024691358025,266582.15359756676
2021,2021-09-01,3,urban,4,91.06481481481482,383683.3333333333
2021,2021-11-01,4,rural,2,192.15740740740742,184500
2021,2021-05-01,10,rural,3,40.74537037037037,71295.73431356851
2021,2021-03-01,3,rural,4,222.13888888888889,309894.2019976451
2021,2021-05-01,1,Yerevan,1,164.7037037037037,251754
2021,2021-01-01,6,urban,3,156.33024691358025,287859.97541019286
2021,2021-09-01,1,Yerevan,3,164.7037037037037,247650
2021,2021-06-01,11,rural,2,99.79629629629629,126379.79873751634
2021,2021-07-01,8,rural,2,126.65740740740742,128072.25457508345
2021,2021-01-01,10,rural,6,40.74537037037037,283991.2985935869
2021,2021-08-01,6,urban,4,156.33024691358025,218641.66666666666
2021,2021-01-01,2,rural,7,326.39077086268986,205120.00986256357
2021,2021-08-01,1,Yerevan,3,247.47222222222223,207758.97159790728
2021,2021-07-01,6,urban,1,156.33024691358025,9162.369923652881
2021,2021-06-01,5,rural,6,156.84259259259258,254699.74775712553
2021,2021-05-01,10,rural,2,40.74537037037037,78008.58180820306
2021,2021-02-01,4,urban,2,109.82407407407408,183200
2021,2021-04-01,11,urban,2,138.21296296296296,143684.62586234458
2021,2021-04-01,4,urban,2,109.82407407407408,74900
2021,2021-09-01,9,rural,4,117.31481481481481,389377.6655392518
2021,2021-07-01,1,Yerevan,2,173.9537037037037,230200
2021,2021-04-01,4,urban,5,109.82407407407408,583284.3237071298
2021,2021-04-01,8,rural,1,126.65740740740742,99874.09840853658
2021,2021-01-01,4,rural,1,192.15740740740742,163407.23565392895
2021,2021-01-01,3,urban,4,91.06481481481482,341566.6666666666
2021,2021-04-01,3,urban,4,91.06481481481482,295457.3333333333
2021,2021-04-01,4,rural,7,192.15740740740742,533666.8345647738
2021,2021-11-01,1,Yerevan,3,21.48148148148148,177016.66666666666
2021,2021-03-01,5,rural,2,156.84259259259258,135010.46497390364
2021,2021-04-01,1,Yerevan,2,254.35185185185185,99025
2021,2021-02-01,10,urban,2,51.43518518518519,298900
2021,2021-06-01,1,Yerevan,7,21.48148148148148,300558.3333333333
2021,2021-08-01,1,Yerevan,4,164.7037037037037,575700
2021,2021-08-01,7,urban,6,199.56944444444446,235165.65529882218
2021,2021-05-01,1,Yerevan,4,164.7037037037037,291313.8888888889
2021,2021-02-01,7,urban,1,199.56944444444446,897700
2021,2021-03-01,1,Yerevan,1,317.28703703703707,63800
2021,2021-01-01,4,rural,7,192.15740740740742,982738.322781388
2021,2021-11-01,11,urban,1,138.21296296296296,97038.09523809524
2021,2021-07-01,1,Yerevan,1,164.7037037037037,187743.31339735916
2021,2021-01-01,1,Yerevan,3,310.21296296296293,314741.6666666667
2021,2021-03-01,1,Yerevan,2,21.48148148148148,183650
2021,2021-03-01,9,urban,5,117.4537037037037,389736.94444444444
2021,2021-02-01,1,Yerevan,2,173.9537037037037,209930.786018194
2021,2021-08-01,6,urban,3,156.33024691358025,164600
2021,2021-01-01,11,rural,7,99.79629629629629,601459.7352903592
2021,2021-03-01,2,urban,1,24.300416253310736,138424.99623525323
2021,2021-12-01,11,rural,7,99.79629629629629,376071.9857602029
2021,2021-03-01,6,urban,2,156.33024691358025,513855.649264863
2021,2021-07-01,11,rural,3,99.79629629629629,155548.3868141254
2021,2021-08-01,6,rural,4,146.66666666666666,350604.08931116946
2021,2021-03-01,7,urban,2,199.56944444444446,532366.6666666666
2021,2021-02-01,4,urban,4,109.82407407407408,245166.09505626155
2021,2021-08-01,10,urban,6,51.43518518518519,347288.6616866251
2021,2021-05-01,11,rural,2,99.79629629629629,100240.41303985592
2021,2021-02-01,1,Yerevan,2,317.28703703703707,264800
2021,2021-07-01,2,rural,2,39.32993528557893,200586.34795518397
2021,2021-05-01,1,Yerevan,1,294.2962962962963,121273.00572816265
2021,2021-03-01,1,Yerevan,4,173.9537037037037,99512.96178657001
2021,2021-08-01,8,rural,3,126.65740740740742,218409.83225273996
2021,2021-02-01,8,rural,2,126.65740740740742,127132.18565417148
2021,2021-01-01,5,urban,5,192.63888888888889,230801.75414928605
2021,2021-06-01,4,rural,6,192.15740740740742,973189.2058174784
2021,2021-11-01,4,urban,2,109.82407407407408,163948.61111111112
2021,2021-04-01,1,Yerevan,1,247.47222222222223,42949.860198966555
2021,2021-06-01,9,urban,3,117.4537037037037,169800
2021,2021-05-01,11,rural,1,99.79629629629629,108251.15359712843
2021,2021-05-01,1,Yerevan,3,247.47222222222223,112480
2021,2021-09-01,1,Yerevan,1,24.02777777777778,304105.55555555556
2021,2021-09-01,1,Yerevan,1,173.9537037037037,1355953.1076361644
2021,2021-01-01,6,urban,2,156.33024691358025,175800
2021,2021-03-01,5,rural,2,156.84259259259258,92473.21154142982
2021,2021-04-01,2,rural,3,194.24727162174514,1038152.2600824512
2021,2021-04-01,4,urban,3,109.82407407407408,458100
2021,2021-02-01,11,urban,5,138.21296296296296,582552.8738291226
2021,2021-02-01,10,rural,3,40.74537037037037,148809.1619450066
2021,2021-11-01,1,Yerevan,1,317.28703703703707,198400
2021,2021-04-01,1,Yerevan,1,21.48148148148148,159300
2021,2021-01-01,8,rural,2,126.65740740740742,461862.4419858503
2021,2021-11-01,5,rural,4,156.84259259259258,238692.47062294133
2021,2021-05-01,1,Yerevan,2,310.21296296296293,111559.92476662385
2021,2021-06-01,4,rural,3,192.15740740740742,402235.7184037413
2021,2021-07-01,7,rural,4,259.52777777777777,402165.54934252234
2021,2021-09-01,4,rural,4,192.15740740740742,53056.89392346215
2021,2021-01-01,3,rural,6,222.13888888888889,348783.3333333333
2021,2021-07-01,1,Yerevan,3,326.8796296296296,185913.9836793217
2021,2021-01-01,5,rural,3,156.84259259259258,56177.59888184377
2021,2021-01-01,2,rural,3,194.24727162174514,215333.33333333334
2021,2021-03-01,3,rural,6,222.13888888888889,102762.5220628573
2021,2021-09-01,1,Yerevan,2,317.28703703703707,209691.4088948707
2021,2021-07-01,1,Yerevan,2,24.02777777777778,186600
2021,2021-03-01,5,rural,2,156.84259259259258,766730.8030088086
2021,2021-02-01,11,urban,2,138.21296296296296,68760.07617072371
2021,2021-06-01,2,urban,3,124.04603109307216,274500
2021,2021-12-01,1,Yerevan,5,254.35185185185185,304319.44444444444
2021,2021-08-01,1,Yerevan,1,118.38888888888889,250836.991091204
2021,2021-05-01,8,rural,3,126.65740740740742,144392.74639106996
2021,2021-08-01,7,urban,4,199.56944444444446,552000
2021,2021-09-01,8,rural,2,126.65740740740742,7500
2021,2021-12-01,8,rural,7,126.65740740740742,168542.79805121184
2021,2021-08-01,8,urban,1,185.76851851851853,218438.88888888888
2021,2021-07-01,1,Yerevan,1,21.48148148148148,86300
2021,2021-09-01,8,urban,6,185.76851851851853,384666.6666666666
2021,2021-06-01,1,Yerevan,5,92.6574074074074,616694.4444444445
2021,2021-07-01,7,urban,3,199.56944444444446,267221.3637420146
2021,2021-05-01,11,urban,2,138.21296296296296,147197.26130821422
2021,2021-11-01,4,rural,5,192.15740740740742,466016.52527084027
2021,2021-12-01,1,Yerevan,3,317.28703703703707,309100
2021,2021-06-01,11,urban,2,138.21296296296296,117814.96165685484
2021,2021-02-01,8,urban,1,185.76851851851853,99059.21866020386
2021,2021-04-01,2,rural,4,326.39077086268986,145410.2709430313
2021,2021-02-01,6,rural,6,146.66666666666666,281687.94295945874
2021,2021-11-01,1,Yerevan,2,92.6574074074074,122300
2021,2021-01-01,11,urban,3,138.21296296296296,89750
2021,2021-08-01,11,rural,3,99.79629629629629,223497.71306561047
2021,2021-04-01,10,urban,4,51.43518518518519,184172.17933181257
2021,2021-06-01,1,Yerevan,1,173.9537037037037,261814.78780742298
2021,2021-12-01,10,urban,2,51.43518518518519,124921.48625179604
2021,2021-01-01,6,urban,4,156.33024691358025,296293.6666666666
2021,2021-11-01,2,urban,1,24.300416253310736,228574.20370785028
2021,2021-12-01,1,Yerevan,1,164.7037037037037,155600
2021,2021-08-01,1,Yerevan,3,317.28703703703707,683886.111111111
2021,2021-04-01,1,Yerevan,1,173.9537037037037,371200
2021,2021-02-01,7,urban,1,199.56944444444446,128175.77777777778
2021,2021-08-01,8,rural,8,126.65740740740742,286403.2757107795
2021,2021-06-01,9,rural,1,117.31481481481481,80650
2021,2021-11-01,1,Yerevan,3,173.9537037037037,416597.22222222225
2021,2021-01-01,10,urban,2,51.43518518518519,54700
2021,2021-11-01,1,Yerevan,4,326.8796296296296,306733.3333333333
2021,2021-01-01,10,rural,6,40.74537037037037,219755.9189945566
2021,2021-01-01,1,Yerevan,6,24.02777777777778,101916.66666666666
2021,2021-09-01,1,Yerevan,2,118.38888888888889,215794.13469719994
2021,2021-03-01,1,Yerevan,5,254.35185185185185,282000
2021,2021-03-01,3,rural,3,222.13888888888889,1144959.7689693617
2021,2021-09-01,2,urban,2,24.300416253310736,132100
2021,2021-03-01,6,urban,6,156.33024691358025,214077.77777777778
2021,2021-08-01,2,rural,1,39.32993528557893,54151.621497196174
2021,2021-12-01,1,Yerevan,2,164.7037037037037,338000
2021,2021-06-01,8,urban,5,185.76851851851853,677941.6666666666
2021,2021-01-01,11,rural,4,99.79629629629629,104890.13760344007
2021,2021-01-01,1,Yerevan,2,173.9537037037037,875627.380952381
2021,2021-07-01,4,urban,2,109.82407407407408,217400
2021,2021-02-01,6,urban,2,156.33024691358025,278400
2021,2021-01-01,1,Yerevan,4,247.47222222222223,530233.3333333334
2021,2021-11-01,7,urban,1,199.56944444444446,106655.04985577332
2021,2021-01-01,7,urban,4,199.56944444444446,255050
2021,2021-09-01,9,urban,1,117.4537037037037,86650
2021,2021-07-01,3,rural,1,222.13888888888889,63560.416666666664
2021,2021-01-01,1,Yerevan,2,294.2962962962963,397341.14001500705
2021,2021-08-01,1,Yerevan,4,294.2962962962963,848966.6666666666
2021,2021-01-01,1,Yerevan,5,294.2962962962963,403383.3333333333
2021,2021-08-01,3,rural,2,222.13888888888889,1470951.2020169252
2021,2021-03-01,10,urban,4,51.43518518518519,207008.3333333333
2021,2021-02-01,4,urban,5,109.82407407407408,401633.3333333334
2021,2021-01-01,5,rural,4,156.84259259259258,457654.05851378385
2021,2021-03-01,1,Yerevan,2,118.38888888888889,173877.5987464226
2021,2021-04-01,3,rural,1,222.13888888888889,90432.52961094992
2021,2021-03-01,9,urban,2,117.4537037037037,560600
2021,2021-03-01,1,Yerevan,5,254.35185185185185,594866.6666666666
2021,2021-02-01,1,Yerevan,5,24.02777777777778,489494.89666514494
2021,2021-08-01,1,Yerevan,1,92.6574074074074,50200
2021,2021-07-01,1,Yerevan,4,164.7037037037037,349800
2021,2021-09-01,1,Yerevan,3,254.35185185185185,143075
2021,2021-06-01,6,urban,3,156.33024691358025,259338.88888888888
2021,2021-05-01,1,Yerevan,7,254.35185185185185,360866.6666666666
2021,2021-08-01,2,rural,2,39.32993528557893,185975.38246866578
2021,2021-07-01,4,urban,1,109.82407407407408,93400
2021,2021-01-01,11,rural,1,99.79629629629629,135529.12659815222
2021,2021-03-01,1,Yerevan,4,254.35185185185185,451563.50127953145
2021,2021-01-01,6,rural,5,146.66666666666666,366488.0076365342
2021,2021-02-01,3,rural,2,222.13888888888889,154987.2100972382
2021,2021-06-01,3,rural,4,222.13888888888889,276369.20795274124
2021,2021-09-01,1,Yerevan,5,92.6574074074074,304716.6666666667
2021,2021-11-01,6,urban,2,156.33024691358025,127111.11111111111
2021,2021-04-01,5,rural,1,156.84259259259258,154593.84063683756
2021,2021-01-01,1,Yerevan,4,294.2962962962963,337325.1235791665
2021,2021-01-01,9,urban,1,117.4537037037037,91523.07064245566
2021,2021-04-01,10,rural,7,40.74537037037037,150430.1615276108
2021,2021-12-01,10,rural,5,40.74537037037037,292254.24363839556
2021,2021-09-01,6,urban,6,156.33024691358025,219063.68268807477
2021,2021-08-01,5,rural,1,156.84259259259258,90500
2021,2021-01-01,3,urban,3,91.06481481481482,639997.1232066797
2021,2021-02-01,10,rural,3,40.74537037037037,402389.6167434293
2021,2021-03-01,4,urban,3,109.82407407407408,522433.3333333333
2021,2021-04-01,1,Yerevan,5,247.47222222222223,401773.3333333333
2021,2021-11-01,6,rural,6,146.66666666666666,313146.6551095624
2021,2021-01-01,11,rural,2,99.79629629629629,168631.71766484485
2021,2021-01-01,3,rural,3,222.13888888888889,178677.3900555187
2021,2021-04-01,10,urban,4,51.43518518518519,924688.888888889
2021,2021-08-01,11,urban,4,138.21296296296296,219900
2021,2021-11-01,1,Yerevan,3,24.02777777777778,477200
2021,2021-02-01,2,rural,1,39.32993528557893,121195.61033882524
2021,2021-01-01,9,urban,1,117.4537037037037,97488.44841758485
2021,2021-11-01,3,urban,3,91.06481481481482,476100
2021,2021-01-01,1,Yerevan,2,92.6574074074074,132946.3960494559
2021,2021-01-01,1,Yerevan,1,294.2962962962963,181401.65508044022
2021,2021-09-01,11,rural,3,99.79629629629629,114731.24510691331
2021,2021-01-01,11,rural,3,99.79629629629629,289308.9836444564
2021,2021-04-01,1,Yerevan,3,118.38888888888889,457159.27893763315
2021,2021-08-01,7,urban,6,199.56944444444446,522497.0781201651
2021,2021-05-01,6,rural,6,146.66666666666666,365625.52170383703
2021,2021-05-01,3,urban,2,91.06481481481482,219428.33427562637
2021,2021-08-01,4,rural,3,192.15740740740742,592342.2589225208
2021,2021-02-01,1,Yerevan,3,317.28703703703707,313149.71419479745
2021,2021-05-01,1,Yerevan,2,92.6574074074074,183461.11111111112
2021,2021-02-01,2,rural,2,39.32993528557893,304291.8055139746
2021,2021-06-01,1,Yerevan,4,317.28703703703707,289197.82465506566
2021,2021-07-01,5,rural,3,156.84259259259258,170472.8965079823
2021,2021-07-01,8,urban,2,185.76851851851853,152655.55555555556
2021,2021-04-01,11,urban,5,138.21296296296296,357830.1183791096
2021,2021-11-01,1,Yerevan,4,294.2962962962963,490300
2021,2021-07-01,3,rural,3,222.13888888888889,288611.27176173736
2021,2021-01-01,2,rural,2,39.32993528557893,29135.717612723376
2021,2021-08-01,7,urban,2,199.56944444444446,185900
2021,2021-02-01,5,urban,3,192.63888888888889,217600
2021,2021-01-01,6,urban,3,156.33024691358025,263068.09324060305
2021,2021-03-01,1,Yerevan,2,294.2962962962963,138800
2021,2021-11-01,6,urban,1,156.33024691358025,106500
2021,2021-05-01,10,urban,4,51.43518518518519,324786.6666666667
2021,2021-08-01,1,Yerevan,2,317.28703703703707,406639.12986202625
2021,2021-02-01,2,urban,1,24.300416253310736,299500
2021,2021-01-01,11,rural,2,99.79629629629629,217095.0632815443
2021,2021-06-01,2,urban,2,24.300416253310736,89400
2021,2021-03-01,1,Yerevan,1,173.9537037037037,176640
2021,2021-07-01,8,rural,3,126.65740740740742,143576.66843022197
2021,2021-01-01,3,urban,4,91.06481481481482,349327.62847496365
2021,2021-05-01,2,rural,3,194.24727162174514,175150.2120657409
2021,2021-08-01,11,rural,2,99.79629629629629,99484.64882516656
2021,2021-04-01,3,urban,2,91.06481481481482,139771.44390213766
2021,2021-02-01,8,rural,3,126.65740740740742,337544.31669626833
2021,2021-02-01,9,urban,2,117.4537037037037,329466.6666666667
2021,2021-01-01,6,rural,1,146.66666666666666,57033.32604859952
2021,2021-07-01,2,rural,1,39.32993528557893,88624.08400050216
2021,2021-08-01,1,Yerevan,2,173.9537037037037,236500.13437432252
2021,2021-08-01,6,urban,1,156.33024691358025,73700
2021,2021-03-01,11,rural,5,99.79629629629629,252587.1342540047
2021,2021-11-01,8,rural,2,126.65740740740742,481377.6446356514
2021,2021-01-01,6,rural,1,146.66666666666666,98209.06596887628
2021,2021-12-01,1,Yerevan,3,247.47222222222223,244555.55555555556
2021,2021-08-01,4,urban,2,109.82407407407408,120080.0336098918
2021,2021-05-01,10,urban,4,51.43518518518519,232420
2021,2021-06-01,1,Yerevan,4,294.2962962962963,190830.22514618555
2021,2021-03-01,1,Yerevan,3,173.9537037037037,407108.3333333333
2021,2021-02-01,1,Yerevan,5,21.48148148148148,673818.3333333333
2021,2021-08-01,4,urban,1,109.82407407407408,186600
2021,2021-01-01,8,rural,4,126.65740740740742,54025
2021,2021-04-01,10,rural,4,40.74537037037037,255819.8385444746
2021,2021-08-01,6,rural,6,146.66666666666666,200657.3661063856
2021,2021-08-01,1,Yerevan,1,173.9537037037037,69885.93428478156
2021,2021-12-01,4,urban,2,109.82407407407408,900200
2021,2021-11-01,2,urban,2,24.300416253310736,215700
2021,2021-01-01,3,rural,6,222.13888888888889,165200
2021,2021-01-01,1,Yerevan,1,247.47222222222223,141370
2021,2021-02-01,5,rural,6,156.84259259259258,319834.1235370774
2021,2021-04-01,6,urban,2,156.33024691358025,166200
2021,2021-02-01,1,Yerevan,2,310.21296296296293,167450
2021,2021-07-01,1,Yerevan,5,24.02777777777778,312576.1001808436
2021,2021-11-01,2,rural,1,39.32993528557893,130691.66666666667
2021,2021-03-01,2,rural,4,326.39077086268986,200225.89589077773
2021,2021-06-01,9,rural,3,117.31481481481481,807076.5681090221
2021,2021-01-01,4,rural,6,192.15740740740742,526987.3432223707
2021,2021-07-01,3,urban,4,91.06481481481482,411800
2021,2021-02-01,6,urban,2,156.33024691358025,150308.33333333334
2021,2021-12-01,3,rural,5,222.13888888888889,477500
2021,2021-01-01,9,rural,3,117.31481481481481,233772.8520814646
2021,2021-11-01,3,urban,1,91.06481481481482,207850
2021,2021-08-01,1,Yerevan,2,173.9537037037037,279291.36586150085
2021,2021-07-01,2,urban,3,124.04603109307216,221500
2021,2021-06-01,1,Yerevan,3,317.28703703703707,241200
2021,2021-01-01,1,Yerevan,2,173.9537037037037,313756.4531230616
2021,2021-05-01,1,Yerevan,4,173.9537037037037,409000
2021,2021-04-01,3,rural,5,222.13888888888889,199622.05066058354
2021,2021-04-01,7,rural,1,259.52777777777777,207683.313917452
2021,2021-08-01,2,rural,1,39.32993528557893,81836.33223622787
2021,2021-03-01,3,rural,2,222.13888888888889,349939.8089328501
2021,2021-01-01,8,urban,2,185.76851851851853,91350
2021,2021-12-01,4,urban,2,109.82407407407408,181516.66666666666
2021,2021-02-01,9,urban,1,117.4537037037037,96200
