year,date,marz,settlement,members,weight,totincome
2023,2023-10-01,3,rural,5,222.13888888888889,626600.4464285715
2023,2023-09-01,10,urban,5,51.43518518518519,154872.61904761905
2023,2023-08-01,4,urban,4,109.82407407407408,350921.35349999997
2023,2023-05-01,1,Yerevan,2,92.6574074074074,165548
2023,2023-09-01,2,rural,6,122.71759259259258,853792.2002620535
2023,2023-06-01,3,urban,3,91.06481481481482,195750
2023,2023-02-01,1,Yerevan,2,21.48148148148148,271255.555
2023,2023-03-01,2,urban,2,76.87037037037038,308213.888924375
2023,2023-11-01,10,urban,2,51.43518518518519,116773.777
2023,2023-09-01,9,urban,1,117.4537037037037,141186.1111
2023,2023-08-01,11,urban,3,138.21296296296296,94258.63094904761
2023,2023-09-01,6,urban,2,156.33024691358025,91733.33350000001
2023,2023-11-01,1,Yerevan,9,173.9537037037037,861365.2778
2023,2023-12-01,11,urban,3,138.21296296296296,311171.23014761903
2023,2023-08-01,2,rural,1,122.71759259259258,166657.2779425
2023,2023-04-01,10,rural,5,40.74537037037037,443353.9648095238
2023,2023-09-01,5,rural,6,156.84259259259258,232709.99489523808
2023,2023-05-01,1,Yerevan,3,326.8796296296296,159402.18242857145
2023,2023-06-01,1,Yerevan,1,24.02777777777778,344654.5238095238
2023,2023-06-01,1,Yerevan,7,21.48148148148148,299309.723
2023,2023-09-01,3,urban,1,91.06481481481482,162452.77776666667
2023,2023-06-01,8,rural,1,126.65740740740742,161835.02531511904
2023,2023-10-01,9,urban,1,117.4537037037037,91250
2023,2023-08-01,6,rural,5,146.66666666666666,313891.2784285714
2023,2023-10-01,3,urban,1,91.06481481481482,240769.93914285713
2023,2023-04-01,10,rural,1,40.74537037037037,67315.17071369047
2023,2023-10-01,9,urban,4,117.4537037037037,317325
2023,2023-04-01,6,urban,2,156.33024691358025,206094.24614285713
2023,2023-01-01,11,urban,5,138.21296296296296,241168.50212857142
2023,2023-01-01,1,Yerevan,2,254.35185185185185,263236.12
2023,2023-06-01,4,urban,3,109.82407407407408,490000
2023,2023-10-01,6,urban,1,156.33024691358025,75438.889
2023,2023-12-01,4,urban,2,109.82407407407408,215406.94446
2023,2023-12-01,1,Yerevan,5,24.02777777777778,1032667.5596797619
2023,2023-06-01,10,urban,4,51.43518518518519,382774.7775190476
2023,2023-05-01,7,urban,5,199.56944444444446,380977.7778
2023,2023-07-01,2,urban,5,76.87037037037038,126366.0714952381
2023,2023-08-01,8,rural,5,126.65740740740742,168200.98214285713
2023,2023-02-01,10,rural,6,40.74537037037037,119066.39370476191
2023,2023-12-01,9,urban,2,117.4537037037037,107363.8887
2023,2023-04-01,6,urban,1,156.33024691358025,75600
2023,2023-08-01,1,Yerevan,5,24.02777777777778,1265100
2023,2023-09-01,8,rural,4,126.65740740740742,288530.4811580357
2023,2023-12-01,8,rural,2,126.65740740740742,199882.38200238094
2023,2023-08-01,1,Yerevan,1,310.21296296296293,324300
2023,2023-02-01,4,urban,2,109.82407407407408,675600
2023,2023-05-01,1,Yerevan,1,92.6574074074074,112388.5
2023,2023-06-01,1,Yerevan,2,254.35185185185185,780245.993
2023,2023-06-01,1,Yerevan,2,247.47222222222223,88400
2023,2023-07-01,4,urban,3,109.82407407407408,672594
2023,2023-06-01,5,urban,2,192.63888888888889,158100
2023,2023-11-01,1,Yerevan,5,21.48148148148148,480927.7778
2023,2023-06-01,8,urban,4,185.76851851851853,271766.66599999997
2023,2023-03-01,10,rural,3,40.74537037037037,193335.0195522619
2023,2023-11-01,1,Yerevan,5,118.38888888888889,450402.781
2023,2023-06-01,2,rural,6,122.71759259259258,707581.7065989284
2023,2023-10-01,11,rural,8,99.79629629629629,322838.8585714286
2023,2023-04-01,11,rural,7,99.79629629629629,556951.388608631
2023,2023-05-01,4,urban,2,109.82407407407408,104427.7778
2023,2023-03-01,10,rural,2,40.74537037037037,152175.81205
2023,2023-01-01,7,urban,4,199.56944444444446,322883.333
2023,2023-11-01,2,rural,5,122.71759259259258,467484.3578908929
2023,2023-08-01,3,rural,5,222.13888888888889,1023975.9821428572
2023,2023-02-01,3,rural,7,222.13888888888889,267081.84576011903
2023,2023-12-01,9,urban,4,117.4537037037037,464407.6388666667
2023,2023-08-01,1,Yerevan,5,247.47222222222223,259056.60256410256
2023,2023-07-01,6,urban,3,156.33024691358025,376755.56299999997
2023,2023-07-01,1,Yerevan,5,254.35185185185185,473172.223
2023,2023-12-01,1,Yerevan,2,118.38888888888889,447509.5231428571
2023,2023-02-01,1,Yerevan,5,254.35185185185185,65427.777799999996
2023,2023-01-01,9,rural,6,117.31481481481481,692269.3208809524
2023,2023-07-01,4,rural,3,192.15740740740742,638112.4645
2023,2023-12-01,11,urban,1,138.21296296296296,111832.3761514881
2023,2023-05-01,6,rural,4,146.66666666666666,498022.09788095235
2023,2023-09-01,1,Yerevan,1,21.48148148148148,73000
2023,2023-07-01,11,rural,2,99.79629629629629,190707.68832589287
2023,2023-04-01,6,urban,3,156.33024691358025,465253.49261904764
2023,2023-09-01,2,rural,4,122.71759259259258,990922.1974916072
2023,2023-01-01,3,rural,2,222.13888888888889,242899.00808095236
2023,2023-05-01,6,urban,3,156.33024691358025,342905.392475
2023,2023-03-01,8,rural,4,126.65740740740742,101225.3244047619
2023,2023-10-01,1,Yerevan,5,254.35185185185185,321002.7773
2023,2023-07-01,10,rural,5,40.74537037037037,216602.777
2023,2023-03-01,3,rural,1,222.13888888888889,169933.3335
2023,2023-01-01,1,Yerevan,6,317.28703703703707,799826.1542412798
2023,2023-06-01,10,urban,1,51.43518518518519,88105.97233333332
2023,2023-09-01,1,Yerevan,1,21.48148148148148,118116.666
2023,2023-08-01,7,urban,1,199.56944444444446,96069.4443
2023,2023-09-01,6,urban,4,156.33024691358025,194069.4443
2023,2023-03-01,6,rural,1,146.66666666666666,90023.41191773809
2023,2023-05-01,1,Yerevan,5,247.47222222222223,339113.8889
2023,2023-07-01,6,urban,5,156.33024691358025,458527.7778
2023,2023-11-01,6,urban,5,156.33024691358025,325434.7717142857
2023,2023-04-01,6,urban,4,156.33024691358025,146897.02414285715
2023,2023-10-01,6,urban,2,156.33024691358025,226483.332
2023,2023-06-01,6,urban,5,156.33024691358025,82300
2023,2023-12-01,11,rural,2,99.79629629629629,140682.42473119046
2023,2023-07-01,1,Yerevan,5,118.38888888888889,703451.5555
2023,2023-05-01,3,rural,6,222.13888888888889,125555.5557
2023,2023-06-01,1,Yerevan,1,326.8796296296296,276109.42458869045
2023,2023-01-01,9,rural,5,117.31481481481481,262819.7419157143
2023,2023-09-01,5,urban,6,192.63888888888889,642886.11034
2023,2023-03-01,2,urban,5,76.87037037037038,548517.6987029762
2023,2023-07-01,5,rural,7,156.84259259259258,372963.0458238095
2023,2023-02-01,1,Yerevan,1,247.47222222222223,243990.3125
2023,2023-09-01,5,rural,5,156.84259259259258,78732.21726625
2023,2023-10-01,5,urban,7,192.63888888888889,267379.2657285714
2023,2023-08-01,4,rural,5,192.15740740740742,665807.4921904763
2023,2023-07-01,4,urban,6,109.82407407407408,547000
2023,2023-09-01,2,urban,4,76.87037037037038,598587.8125
2023,2023-08-01,8,urban,4,185.76851851851853,154457.51488095237
2023,2023-10-01,2,rural,3,122.71759259259258,137558.97736785715
2023,2023-05-01,9,urban,5,117.4537037037037,446698.6111
2023,2023-02-01,5,rural,5,156.84259259259258,338979.2411047619
2023,2023-09-01,4,urban,2,109.82407407407408,250669.14668095237
2023,2023-07-01,1,Yerevan,2,173.9537037037037,276145.1392
2023,2023-03-01,11,urban,6,138.21296296296296,524333.3333333333
2023,2023-07-01,1,Yerevan,3,254.35185185185185,520869.4443
2023,2023-04-01,2,urban,7,76.87037037037038,352815.5052708334
2023,2023-10-01,6,rural,3,146.66666666666666,221596.8253479762
2023,2023-01-01,5,urban,1,192.63888888888889,75183.33350000001
2023,2023-05-01,9,urban,3,117.4537037037037,417422.61904761905
2023,2023-11-01,6,rural,2,146.66666666666666,246768.3880969643
2023,2023-09-01,1,Yerevan,3,118.38888888888889,365038.09523809527
2023,2023-03-01,5,rural,8,156.84259259259258,337269.4444
2023,2023-07-01,7,rural,5,259.52777777777777,238265.27776666667
2023,2023-04-01,1,Yerevan,2,164.7037037037037,214955.90744014882
2023,2023-10-01,11,urban,2,138.21296296296296,172198.51123809523
2023,2023-08-01,11,rural,3,99.79629629629629,179766.5788326161
2023,2023-04-01,1,Yerevan,3,118.38888888888889,963800
2023,2023-08-01,6,urban,6,156.33024691358025,511690.2776566667
2023,2023-02-01,8,rural,4,126.65740740740742,1116099.319316381
2023,2023-12-01,7,rural,2,259.52777777777777,195378.27380952382
2023,2023-11-01,6,urban,1,156.33024691358025,93565.58889172619
2023,2023-08-01,8,urban,3,185.76851851851853,126400
2023,2023-11-01,1,Yerevan,6,247.47222222222223,205235.553
2023,2023-04-01,8,rural,5,126.65740740740742,386709.7796264881
2023,2023-01-01,6,rural,1,146.66666666666666,67477.52974452381
2023,2023-02-01,1,Yerevan,3,247.47222222222223,247800
2023,2023-01-01,8,rural,7,126.65740740740742,1014649.8105410715
2023,2023-12-01,3,rural,6,222.13888888888889,646299.0598293155
2023,2023-04-01,4,urban,2,109.82407407407408,383455.56
2023,2023-09-01,1,Yerevan,2,92.6574074074074,454911.109
2023,2023-09-01,6,rural,5,146.66666666666666,173786.8626214286
2023,2023-08-01,1,Yerevan,5,247.47222222222223,415919.99984
2023,2023-01-01,2,rural,5,122.71759259259258,345620.6845238095
2023,2023-10-01,2,rural,1,122.71759259259258,97616.83876830358
2023,2023-12-01,1,Yerevan,2,164.7037037037037,372241.6667
2023,2023-01-01,1,Yerevan,1,294.2962962962963,35000
2023,2023-10-01,3,rural,6,222.13888888888889,307720.7362380952
2023,2023-03-01,9,urban,1,117.4537037037037,136754.1665
2023,2023-10-01,8,rural,1,126.65740740740742,61534.86394744048
2023,2023-12-01,1,Yerevan,3,164.7037037037037,512200
2023,2023-11-01,10,rural,7,40.74537037037037,340690.67068023805
2023,2023-07-01,11,rural,5,99.79629629629629,176176.09122928572
2023,2023-01-01,2,urban,1,76.87037037037038,199773.8889
2023,2023-12-01,1,Yerevan,1,21.48148148148148,83454.16649999999
2023,2023-12-01,11,rural,3,99.79629629629629,197968.35279419646
2023,2023-01-01,1,Yerevan,1,92.6574074074074,510200
2023,2023-01-01,5,rural,6,156.84259259259258,127983.85416666667
2023,2023-03-01,3,urban,4,91.06481481481482,489484.719
2023,2023-02-01,6,urban,4,156.33024691358025,370200
2023,2023-08-01,7,urban,5,199.56944444444446,260500
2023,2023-11-01,4,urban,3,109.82407407407408,193613.889
2023,2023-05-01,2,rural,1,122.71759259259258,105970.93753333333
2023,2023-06-01,7,urban,6,199.56944444444446,578208.333
2023,2023-06-01,5,rural,7,156.84259259259258,104542.65891904762
2023,2023-07-01,9,urban,3,117.4537037037037,409314.28571428574
2023,2023-06-01,6,urban,4,156.33024691358025,656355.5557
2023,2023-09-01,3,urban,2,91.06481481481482,129016.6666
2023,2023-04-01,1,Yerevan,3,118.38888888888889,736436.6436785714
2023,2023-05-01,1,Yerevan,3,247.47222222222223,157813.4912857143
2023,2023-11-01,8,urban,3,185.76851851851853,260184.64037419643
2023,2023-02-01,7,urban,4,199.56944444444446,508236.109
2023,2023-02-01,10,urban,5,51.43518518518519,608375.0007
2023,2023-05-01,7,urban,1,199.56944444444446,142300
2023,2023-08-01,1,Yerevan,5,254.35185185185185,480933.33331
2023,2023-02-01,4,rural,6,192.15740740740742,811174.9501214286
2023,2023-11-01,1,Yerevan,5,173.9537037037037,307881.9448
2023,2023-12-01,4,rural,4,192.15740740740742,517884.40476190473
2023,2023-12-01,11,rural,5,99.79629629629629,329776.7359666667
2023,2023-11-01,7,rural,7,259.52777777777777,643366.6666666667
2023,2023-01-01,1,Yerevan,2,92.6574074074074,489508.333
2023,2023-07-01,8,rural,3,126.65740740740742,213297.15773809524
2023,2023-09-01,2,rural,3,122.71759259259258,534380.7093833333
2023,2023-10-01,4,urban,1,109.82407407407408,83991.6667
2023,2023-02-01,1,Yerevan,6,294.2962962962963,584737.5
2023,2023-04-01,8,urban,5,185.76851851851853,337958.33336
2023,2023-08-01,10,urban,2,51.43518518518519,121000
2023,2023-11-01,10,rural,4,40.74537037037037,578298.4077100893
2023,2023-02-01,1,Yerevan,4,164.7037037037037,752100
2023,2023-10-01,4,urban,5,109.82407407407408,335560.55423
2023,2023-03-01,8,urban,1,185.76851851851853,133408.3156388889
2023,2023-04-01,4,urban,5,109.82407407407408,678708.6448638393
2023,2023-08-01,4,rural,6,192.15740740740742,776608.5714619048
2023,2023-08-01,6,urban,7,156.33024691358025,872586.1089999999
2023,2023-07-01,1,Yerevan,6,164.7037037037037,842216.6680000001
2023,2023-09-01,6,urban,2,156.33024691358025,128800
2023,2023-02-01,8,rural,7,126.65740740740742,434807.2343514881
2023,2023-08-01,7,urban,4,199.56944444444446,376033.332
2023,2023-12-01,1,Yerevan,5,92.6574074074074,584500
2023,2023-05-01,8,rural,6,126.65740740740742,293809.7857229762
2023,2023-05-01,11,rural,5,99.79629629629629,182540.282505625
2023,2023-04-01,3,urban,6,91.06481481481482,785809.0283333333
2023,2023-11-01,7,urban,14,199.56944444444446,2413036.1123
2023,2023-01-01,4,urban,2,109.82407407407408,150883.3334
2023,2023-07-01,9,rural,5,117.31481481481481,439396.8056666667
2023,2023-09-01,11,urban,4,138.21296296296296,20928.125
2023,2023-06-01,1,Yerevan,5,164.7037037037037,172100
2023,2023-11-01,1,Yerevan,7,24.02777777777778,711000
2023,2023-05-01,7,rural,3,259.52777777777777,419512.8591920238
2023,2023-02-01,1,Yerevan,4,247.47222222222223,231662.49983333334
2023,2023-03-01,3,urban,4,91.06481481481482,334433.33337
2023,2023-01-01,2,rural,3,122.71759259259258,840547.4334125001
2023,2023-01-01,1,Yerevan,2,247.47222222222223,343689.4443
2023,2023-02-01,5,urban,3,192.63888888888889,303400.29761904763
2023,2023-01-01,3,rural,3,222.13888888888889,276662.35116714286
2023,2023-10-01,4,rural,3,192.15740740740742,1568312.529095238
2023,2023-07-01,10,urban,3,51.43518518518519,237450
2023,2023-04-01,6,rural,4,146.66666666666666,267921.30495238095
2023,2023-04-01,9,urban,4,117.4537037037037,284087.00378035713
2023,2023-07-01,10,rural,2,40.74537037037037,26219.067448005953
2023,2023-02-01,11,rural,1,99.79629629629629,115946.03175714286
2023,2023-06-01,6,urban,1,156.33024691358025,88083.333
2023,2023-08-01,1,Yerevan,2,294.2962962962963,189900
2023,2023-01-01,1,Yerevan,2,294.2962962962963,220150
2023,2023-08-01,1,Yerevan,7,326.8796296296296,662416.6170857144
2023,2023-12-01,11,rural,3,99.79629629629629,178203.80727380954
2023,2023-10-01,8,rural,4,126.65740740740742,122930.65492857143
2023,2023-03-01,3,rural,5,222.13888888888889,616352.6787380952
2023,2023-11-01,4,rural,1,192.15740740740742,68250
2023,2023-01-01,1,Yerevan,5,21.48148148148148,495961.1098
2023,2023-10-01,4,urban,2,109.82407407407408,118869.4443
2023,2023-02-01,9,urban,5,117.4537037037037,398772.86691904766
2023,2023-05-01,4,urban,7,109.82407407407408,555800
2023,2023-04-01,6,urban,4,156.33024691358025,312377.3339693452
2023,2023-01-01,1,Yerevan,7,254.35185185185185,1198275
2023,2023-10-01,9,urban,4,117.4537037037037,501035.6823375
2023,2023-09-01,8,rural,5,126.65740740740742,192300
2023,2023-06-01,6,rural,1,146.66666666666666,79071.88494285714
2023,2023-09-01,9,urban,1,117.4537037037037,99540.2778
2023,2023-06-01,6,urban,2,156.33024691358025,176022.21666666667
2023,2023-01-01,1,Yerevan,3,294.2962962962963,558400
2023,2023-01-01,8,urban,4,185.76851851851853,376049.49404761905
2023,2023-04-01,10,rural,6,40.74537037037037,220332.07788940475
2023,2023-10-01,1,Yerevan,3,310.21296296296293,580811.1113
2023,2023-04-01,11,rural,7,99.79629629629629,343006.8503182143
2023,2023-10-01,9,rural,3,117.31481481481481,194225.2833419643
2023,2023-08-01,4,urban,1,109.82407407407408,106666.66666666667
2023,2023-02-01,9,rural,1,117.31481481481481,96450.86805555556
2023,2023-08-01,6,rural,1,146.66666666666666,59164.682395238095
2023,2023-06-01,1,Yerevan,4,326.8796296296296,396566.667
2023,2023-02-01,8,rural,1,126.65740740740742,89556.25102827381
2023,2023-08-01,8,rural,4,126.65740740740742,616508.7797619047
2023,2023-02-01,9,urban,6,117.4537037037037,569761.3592714285
2023,2023-10-01,7,rural,9,259.52777777777777,606218.9485238094
2023,2023-05-01,1,Yerevan,2,317.28703703703707,139738.889
2023,2023-04-01,1,Yerevan,3,92.6574074074074,1741100
2023,2023-07-01,6,rural,4,146.66666666666666,253140.89281845238
2023,2023-07-01,6,rural,6,146.66666666666666,309195.13588392857
2023,2023-06-01,3,rural,1,222.13888888888889,68266.667
2023,2023-11-01,1,Yerevan,3,92.6574074074074,663111.6655
2023,2023-05-01,8,urban,3,185.76851851851853,183748.611
2023,2023-06-01,7,rural,6,259.52777777777777,265123.6118333333
2023,2023-08-01,5,urban,4,192.63888888888889,921219.4443
2023,2023-11-01,2,rural,2,122.71759259259258,410517.07946761907
2023,2023-02-01,11,rural,7,99.79629629629629,773126.6832857144
2023,2023-02-01,1,Yerevan,4,21.48148148148148,394133.332
2023,2023-10-01,8,urban,5,185.76851851851853,147672.7678804762
2023,2023-08-01,7,urban,2,199.56944444444446,511200
2023,2023-05-01,3,rural,2,222.13888888888889,187002.82738095237
2023,2023-03-01,5,rural,6,156.84259259259258,180052.28185714287
2023,2023-12-01,7,urban,3,199.56944444444446,313600
2023,2023-02-01,4,urban,4,109.82407407407408,676466.6665
2023,2023-03-01,1,Yerevan,2,24.02777777777778,285706.785425
2023,2023-03-01,1,Yerevan,1,118.38888888888889,490597.1070902778
2023,2023-02-01,4,rural,6,192.15740740740742,800507.6430714285
2023,2023-02-01,5,rural,5,156.84259259259258,192806.54761904763
2023,2023-11-01,11,rural,2,99.79629629629629,115889.08715714286
2023,2023-12-01,2,rural,6,122.71759259259258,398559.732131994
2023,2023-08-01,3,urban,2,91.06481481481482,285369.4443
2023,2023-10-01,8,urban,5,185.76851851851853,255600
2023,2023-06-01,5,urban,3,192.63888888888889,460600
2023,2023-03-01,4,urban,2,109.82407407407408,67051.19045285715
2023,2023-11-01,11,rural,4,99.79629629629629,432800
2023,2023-03-01,4,urban,3,109.82407407407408,482000
2023,2023-04-01,11,rural,6,99.79629629629629,328701.3900333334
2023,2023-10-01,9,urban,3,117.4537037037037,510010.71428571426
2023,2023-11-01,6,urban,1,156.33024691358025,54400
2023,2023-05-01,1,Yerevan,4,118.38888888888889,358413.8889
2023,2023-08-01,3,rural,5,222.13888888888889,393137.6096047619
2023,2023-03-01,1,Yerevan,5,326.8796296296296,1288440.6809262498
2023,2023-04-01,2,urban,4,76.87037037037038,127200.3403595238
2023,2023-02-01,1,Yerevan,3,118.38888888888889,618662.664
2023,2023-05-01,2,rural,6,122.71759259259258,593117.0040088096
2023,2023-11-01,4,rural,1,192.15740740740742,120811.71223419873
2023,2023-03-01,7,urban,3,199.56944444444446,272936.1108
2023,2023-07-01,1,Yerevan,5,92.6574074074074,1037744.445
2023,2023-10-01,8,rural,2,126.65740740740742,294322.73513377976
2023,2023-11-01,3,urban,5,91.06481481481482,589392.5608571428
2023,2023-10-01,6,urban,1,156.33024691358025,174800
2023,2023-05-01,1,Yerevan,1,310.21296296296293,80641.6667
2023,2023-12-01,1,Yerevan,4,164.7037037037037,386883.3334
2023,2023-04-01,1,Yerevan,3,326.8796296296296,247502.77779999998
2023,2023-07-01,11,urban,2,138.21296296296296,85448.11515178572
2023,2023-10-01,1,Yerevan,3,173.9537037037037,345300
2023,2023-02-01,1,Yerevan,3,164.7037037037037,608616.666
2023,2023-05-01,4,rural,4,192.15740740740742,328119.445
2023,2023-07-01,1,Yerevan,6,21.48148148148148,590491.6666666666
2023,2023-04-01,7,urban,4,199.56944444444446,582497.2222
2023,2023-07-01,2,urban,2,76.87037037037038,144000
2023,2023-10-01,1,Yerevan,1,92.6574074074074,125186.40795238095
2023,2023-12-01,1,Yerevan,1,317.28703703703707,82093.2539904762
2023,2023-10-01,2,urban,5,76.87037037037038,251616.6655
2023,2023-02-01,3,rural,3,222.13888888888889,112100
2023,2023-07-01,8,rural,1,126.65740740740742,356432.53987142857
2023,2023-02-01,4,urban,5,109.82407407407408,685936.111
2023,2023-04-01,8,urban,5,185.76851851851853,194881.66666
2023,2023-01-01,8,rural,1,126.65740740740742,58125.892857142855
2023,2023-02-01,10,urban,1,51.43518518518519,104341.6667
2023,2023-06-01,5,rural,4,156.84259259259258,70668.03571428571
2023,2023-02-01,10,rural,6,40.74537037037037,340611.87433333334
2023,2023-10-01,9,urban,2,117.4537037037037,119878.0753857143
2023,2023-02-01,3,urban,4,91.06481481481482,392150
2023,2023-03-01,1,Yerevan,6,247.47222222222223,271200.555
2023,2023-05-01,2,urban,5,76.87037037037038,329167.4610952381
2023,2023-08-01,1,Yerevan,2,173.9537037037037,159108.33299999998
2023,2023-02-01,1,Yerevan,1,254.35185185185185,134200
2023,2023-10-01,2,rural,1,122.71759259259258,108901.84046666668
2023,2023-05-01,6,rural,2,146.66666666666666,118640.30025357142
2023,2023-08-01,1,Yerevan,1,294.2962962962963,95527.7778
2023,2023-03-01,6,urban,4,156.33024691358025,379830.208
2023,2023-03-01,8,rural,4,126.65740740740742,94890.47619047618
2023,2023-06-01,9,rural,5,117.31481481481481,136092.6091047619
2023,2023-07-01,6,urban,4,156.33024691358025,246003.74153880953
2023,2023-12-01,4,rural,7,192.15740740740742,315371.80666933337
2023,2023-11-01,9,rural,7,117.31481481481481,756321.5460205358
2023,2023-08-01,5,rural,2,156.84259259259258,242698.63805461308
2023,2023-05-01,1,Yerevan,4,24.02777777777778,1115118
2023,2023-06-01,4,urban,2,109.82407407407408,197211.109
2023,2023-11-01,5,rural,3,156.84259259259258,769951.6369047619
2023,2023-07-01,1,Yerevan,1,310.21296296296293,216938.889
2023,2023-09-01,3,urban,2,91.06481481481482,545096.7807761905
2023,2023-12-01,1,Yerevan,3,118.38888888888889,597408.8980318452
2023,2023-11-01,1,Yerevan,1,21.48148148148148,92183.33350000001
2023,2023-07-01,8,rural,5,126.65740740740742,344572.99280952377
2023,2023-02-01,1,Yerevan,2,164.7037037037037,845955.5582
2023,2023-01-01,6,urban,4,156.33024691358025,163368.05766
2023,2023-04-01,6,rural,4,146.66666666666666,150977.44225833338
2023,2023-12-01,5,rural,3,156.84259259259258,266609.5204647024
2023,2023-01-01,6,rural,8,146.66666666666666,763395.4388144346
2023,2023-06-01,3,rural,2,222.13888888888889,336346.86505714286
2023,2023-12-01,6,rural,4,146.66666666666666,620597.7466102679
2023,2023-07-01,4,urban,6,109.82407407407408,570733.3319999999
2023,2023-08-01,4,urban,1,109.82407407407408,254192
2023,2023-11-01,3,urban,5,91.06481481481482,1125135.2042172619
2023,2023-08-01,1,Yerevan,1,164.7037037037037,137877.777
2023,2023-06-01,9,urban,1,117.4537037037037,93088.78987142857
2023,2023-03-01,1,Yerevan,4,118.38888888888889,1700188.8883333332
2023,2023-07-01,1,Yerevan,6,317.28703703703707,229313.8889
2023,2023-07-01,7,rural,4,259.52777777777777,650341.2578095237
2023,2023-01-01,8,urban,3,185.76851851851853,187381.51041666666
2023,2023-03-01,1,Yerevan,1,254.35185185185185,43438.888999999996
2023,2023-09-01,6,urban,3,156.33024691358025,158100
2023,2023-06-01,3,rural,5,222.13888888888889,304383.33400000003
2023,2023-07-01,4,urban,1,109.82407407407408,85750
2023,2023-04-01,1,Yerevan,4,254.35185185185185,137451.9841047619
2023,2023-02-01,11,rural,3,99.79629629629629,184145.41092857142
2023,2023-10-01,1,Yerevan,5,21.48148148148148,292500
2023,2023-05-01,1,Yerevan,2,254.35185185185185,174577.777
2023,2023-08-01,1,Yerevan,1,173.9537037037037,169862.5
2023,2023-01-01,4,urban,2,109.82407407407408,156300
2023,2023-09-01,11,urban,1,138.21296296296296,88102.18042857142
2023,2023-08-01,8,urban,5,185.76851851851853,202789.5919285714
2023,2023-10-01,2,rural,1,122.71759259259258,112076.73531812501
2023,2023-09-01,4,rural,6,192.15740740740742,357079.16667
2023,2023-04-01,3,rural,4,222.13888888888889,745819.8724720238
2023,2023-05-01,8,rural,7,126.65740740740742,299072.03571428574
2023,2023-12-01,6,urban,5,156.33024691358025,248039.15600512823
2023,2023-10-01,10,rural,2,40.74537037037037,439649.21624761913
2023,2023-10-01,3,urban,6,91.06481481481482,99635.2773
2023,2023-07-01,1,Yerevan,4,24.02777777777778,1142228.601213889
2023,2023-11-01,3,rural,4,222.13888888888889,668589.5514128868
2023,2023-05-01,1,Yerevan,2,24.02777777777778,542391.6666666667
2023,2023-03-01,4,urban,5,109.82407407407408,374150
2023,2023-06-01,2,urban,2,76.87037037037038,241873.61543095237
2023,2023-02-01,6,rural,3,146.66666666666666,422051.9340627977
2023,2023-09-01,1,Yerevan,6,326.8796296296296,405426.63657142856
2023,2023-12-01,1,Yerevan,2,254.35185185185185,281959.3618214286
2023,2023-11-01,3,rural,1,222.13888888888889,84208.57142857143
2023,2023-10-01,9,urban,2,117.4537037037037,118320.8334
2023,2023-07-01,7,urban,6,199.56944444444446,509422.219
2023,2023-09-01,1,Yerevan,4,164.7037037037037,544915.1884402976
2023,2023-02-01,1,Yerevan,5,294.2962962962963,570162.5005
2023,2023-07-01,4,rural,4,192.15740740740742,629595.5753513691
2023,2023-02-01,4,rural,4,192.15740740740742,270832.6785586012
2023,2023-02-01,3,rural,7,222.13888888888889,436433.0862428571
2023,2023-09-01,8,rural,3,126.65740740740742,211680.9226190476
2023,2023-01-01,7,rural,5,259.52777777777777,584200
2023,2023-01-01,10,urban,4,51.43518518518519,339036.42888142855
2023,2023-07-01,11,urban,2,138.21296296296296,263691.4384809524
2023,2023-04-01,7,urban,5,199.56944444444446,445015.277
2023,2023-10-01,3,urban,4,91.06481481481482,702758.3335
2023,2023-12-01,3,urban,2,91.06481481481482,253163.889
2023,2023-11-01,5,rural,5,156.84259259259258,324082.04362857144
2023,2023-01-01,1,Yerevan,1,326.8796296296296,278862.5
2023,2023-10-01,9,rural,5,117.31481481481481,324123.66944523813
2023,2023-10-01,1,Yerevan,4,118.38888888888889,406233.332
2023,2023-07-01,1,Yerevan,1,173.9537037037037,125866.667
2023,2023-09-01,5,rural,2,156.84259259259258,79571.02985714286
2023,2023-05-01,6,urban,7,156.33024691358025,264242.01456815476
2023,2023-03-01,8,rural,6,126.65740740740742,383135.5654761905
2023,2023-09-01,11,rural,5,99.79629629629629,191125.67756026782
2023,2023-05-01,1,Yerevan,7,294.2962962962963,866205.5549999999
2023,2023-09-01,3,rural,7,222.13888888888889,672962.7035238096
2023,2023-10-01,9,urban,5,117.4537037037037,298327.6785714286
2023,2023-12-01,1,Yerevan,5,310.21296296296293,314077.777
2023,2023-03-01,1,Yerevan,2,310.21296296296293,178555.5557
2023,2023-09-01,3,urban,2,91.06481481481482,428666.85501211305
2023,2023-01-01,9,urban,3,117.4537037037037,439493.8988761905
2023,2023-06-01,6,urban,4,156.33024691358025,194685.41666
2023,2023-05-01,1,Yerevan,5,24.02777777777778,520169.4443
2023,2023-06-01,10,urban,6,51.43518518518519,627688.8896
2023,2023-08-01,5,rural,1,156.84259259259258,78760.96215714286
2023,2023-01-01,10,rural,7,40.74537037037037,94058.23754672619
2023,2023-09-01,1,Yerevan,4,294.2962962962963,409600
2023,2023-08-01,8,urban,1,185.76851851851853,96553.10192451389
2023,2023-05-01,6,urban,5,156.33024691358025,288884.6665
2023,2023-01-01,4,rural,4,192.15740740740742,237098.3630952381
2023,2023-08-01,7,urban,3,199.56944444444446,326694.445
2023,2023-06-01,7,urban,4,199.56944444444446,536100
